verse_text,matching_words,match,version,verse_id,doc_id,tokens,tfidf,proportion,runs_pval,corpus
"Neither did he himself know any thing, having committed all things to him: for the Lord was with him, and made all that he did to prosper.",know made lord things made know made lord know know lord thing lord made thing things thing things thing know know,,,Genesis 39:23 (Douay-Rheims),sn84026925/1897-04-28/ed-1/seq-4/,2,0.129,0.013,0.092,chronam
"And they slew the remnant of the Amalecites, who had been able to escape, and they dwelt there in their stead unto this day.",day day day day able day day day day day,,,1 Chronicles 4:43 (Douay-Rheims),sn92053934/1912-02-15/ed-1/seq-5/,2,0.16,0.021,0,chronam
"He said unto them, Have ye received the Holy Ghost since ye believed? And they said unto him, We have not so much as heard whether there be any Holy Ghost.",said whether much much much received received received said received said said received received much received received whether since since much much received received,,,Acts 19:2 (KJV),sn83009567/1846-08-25/ed-1/seq-3/,2,0.085,0.008,0.01,chronam
"Then he said to Giezi: Gird up thy loins, and take my staff in thy hand, and go. If any man meet thee, salute him not: and if any man salute thee, answer him not: and lay my staff upon the face of the child.",hand man said upon man man hand man said go upon man meet meet man upon man man upon man child upon upon go man man man face go go go go go said said said hand thy said said said said go man hand,,,2 Kings 4:29 (Douay-Rheims),sn87076793/1866-08-23/ed-1/seq-2/,2,0.036,0.006,0.29,chronam
"Now when Ammon and his brethren and all those who had come up with him saw the preparations of the Lamanites to destroy their brethren, they came forth to the land of Midian, and there Ammon met all his brethren; and from thence they came to the land of Ishmael that they might hold a council with Lamoni and also with his brother Anti-Nephi-Lehi, what they should do to defend themselves against the Lamanites.",defend now now came now also now now hold now also now hold now now now now forth now now also come also come now met land now now forth might also met might now now came saw council,,,Alma 24:5,sn83032041/1870-09-15/ed-1/seq-1/,2,0.036,0.004,0,chronam
"And it is those who have sought to take away the judgment-seat from me that have been the cause of this great iniquity; for they have used great flattery, and they have led away the hearts of many people, which will be the cause of sore affliction among us; they have withheld our provisions, and have daunted our freemen that they have not come unto you.",take people judgment among people cause people people people take away,,,Alma 61:4,sn83025881/1798-11-30/ed-1/seq-2/,2,0.036,0.005,0,chronam
"And it came to pass that when Jesus had spoken these words unto Nephi, and to those who had been called, (now the number of them who had been called, and received power and authority to baptize, was twelve) and behold, he stretched forth his hand unto the multitude, and cried unto them, saying: Blessed are ye if ye shall give heed unto the words of these twelve whom I have chosen from among you to minister unto you, and to be your servants; and unto them I have given power that they may baptize you with water; and after that ye are baptized with water, behold, I will baptize you with fire and with the Holy Ghost; therefore blessed are ye if ye shall believe in me and be baptized, after that ye have seen me and know that I am.",may give called called now may give number may now among water among give water number came now now water now now spoken hand give believe give hand hand water may now give received may now now called fire given may number among number now may may may may given came came,,,3 Nephi 12:1,sn87060165/1899-05-25/ed-1/seq-3/,2,0.016,0.002,0.051,chronam
"’Thus saith the LORD of hosts: If thou wilt walk in My ways, and if thou wilt keep My charge, and wilt also judge My house, and wilt also keep My courts, then I will give thee free access among these that stand by.",house thus among thus keep keep give thou wilt free among walk among house among also house free free free,,,Zechariah 3:7 (JPS 1917),sn86074033/1894-11-24/ed-1/seq-2/,2,0.044,0.007,0.033,chronam
"Wherefore of these men who have companied with us all the time that the Lord Jesus came in and went out among us,",time time time time went men men men men us time time men men men time men men men men men time us time went men time men,,,Acts 1:21 (Douay-Rheims),sn82015484/1875-07-01/ed-1/seq-3/,2,0.181,0.019,0,chronam
"I have sent among you the pestilence in the way of Egypt; Your young men have I slain with the sword, And have carried away your horses; And I have made the stench of your camp to come up even into your nostrils; Yet have ye not returned unto Me, Saith the LORD.",made young lord returned returned sword among young made yet made come men way made young men men young young men young among,,,Amos 4:10 (JPS 1917),sn84026844/1866-11-28/ed-1/seq-4/,2,0.043,0.005,0,chronam
"And in one place they were heard to cry, saying: O that we had repented before this great and terrible day, and then would our brethren have been spared, and they would not have been burned in that great city Zarahemla.",city one great city one one day one one city great one day city one day one one city city city city city one city one one one one one one one one o o city day one one one place great one great one great city o great o one city one great one one one city o one one one day o,,,3 Nephi 8:24,sn82016187/1909-09-16/ed-1/seq-5/,2,0.059,0.007,0,chronam
"and not only so, but we also rejoice in God through our Lord Jesus Christ, through whom we have now received the reconciliation.",also also received received now now also now now now now also also also also also received received received received now received now received received,,,Romans 5:11 (ASV),sn82014434/1850-01-23/ed-1/seq-2/,2,0.097,0.011,0,chronam
Hezekiah began to reign when he was five and twenty years old; and he reigned nine and twenty years in Jerusalem: and his mother's name was Abijah the daughter of Zechariah.,old old years old years old old old years old years old years old name old years began five old old five twenty old,,,2 Chronicles 29:1 (RV),sn86072143/1893-09-07/ed-1/seq-11/,2,0.162,0.017,0,chronam
"And it came to pass that in the ending of the thirty and fourth year, behold, I will show unto you that the people of Nephi who were spared, and also those who had been called Lamanites, who had been spared, did have great favors shown unto them, and great blessings poured out upon their heads, insomuch that soon after the ascension of Christ into heaven he did truly manifest himself unto them--",great people came upon people great upon also show heaven came came upon came came upon came came came great came upon came came came upon came came soon shown soon came came came came soon came ending great people people upon spared great came soon,,,3 Nephi 10:18,sn86083264/1902-11-20/ed-1/seq-3/,2,0.029,0.004,0,chronam
"I say unto you, ye will know at that day that ye cannot be saved; for there can no man be saved except his garments are washed white; yea, his garments must be purified until they are cleansed from all stain, through the blood of him of whom it has been spoken by our fathers, who should come to redeem his people from their sins.",can come unto people people can can must must must can must must people people man saved day people people must man can must man blood come say white except can day say come man man people man must day man man man say know day day people people man man man people day must know day people white people come day man can man people people,,,Alma 5:21,sn84023200/1883-03-28/ed-1/seq-2/,2,0.05,0.005,0.031,chronam
