reference,verse,url,match,likely,most_unusual_phrase,token_count,proportion,tfidf,page
1 Corinthians 7:7 (KJV),"For I would that all men were even as I myself. But every man hath his proper gift of God, one after this manner, and another after that.",http://chroniclingamerica.loc.gov/lccn/sn85038102/1907-04-19/ed-1/seq-6/#words=i+would+all+men+were+even+i+myself+every+man+hath+proper+gift+god+one+after+manner+another+after,,no,all men were,1,0.0238095238,0.207990226,sn85038102/1907-04-19/ed-1/seq-6/
Judges 9:39 (KJV),"And Gaal went out before the men of Shechem, and fought with Abimelech.",http://chroniclingamerica.loc.gov/lccn/sn84038582/1883-09-29/ed-1/seq-7/#words=gaal+went+out+before+men+shechem+fought+abimelech,,possibly,went out before,1,0.0666666667,0.5823726328,sn84038582/1883-09-29/ed-1/seq-7/
Isaiah 26:18 (KJV),"We have been with child, we have been in pain, we have as it were brought forth wind; we have not wrought any deliverance in the earth; neither have the inhabitants of the world fallen.",http://chroniclingamerica.loc.gov/lccn/sn88076523/1911-10-20/ed-1/seq-7/#words=we+been+child+we+been+pain+we+were+brought+forth+wind+we+wrought+any+deliverance+earth+neither+inhabitants+world+fallen,,no,we have been,2,0.0042016807,0.2634921483,sn88076523/1911-10-20/ed-1/seq-7/
Acts 24:19 (KJV),"Who ought to have been here before thee, and object, if they had ought against me.",http://chroniclingamerica.loc.gov/lccn/sn88085770/1916-05-11/ed-1/seq-2/#words=ought+been+here+before+thee+object+had+ought+against+me,,possibly,have been here before,3,0.1,0.9651880224,sn88085770/1916-05-11/ed-1/seq-2/
Luke 15:9 (KJV),"And when she hath found it, she calleth her friends and her neighbours together, saying, Rejoice with me; for I have found the piece which I had lost.",http://chroniclingamerica.loc.gov/lccn/sn89058364/1919-10-09/ed-1/seq-7/#words=when+hath+found+calleth+friends+neighbours+together+saying+rejoice+me+i+found+piece+i+had+lost,,no,me have found,1,0.0256410256,0.2370875671,sn89058364/1919-10-09/ed-1/seq-7/
Song of Solomon 6:13 (KJV),"Return, return, O Shulamite; return, return, that we may look upon thee. What will ye see in the Shulamite? As it were the company of two armies.",http://chroniclingamerica.loc.gov/lccn/sn82014593/1852-01-09/ed-1/seq-2/#words=return+return+o+shulamite+return+return+we+may+look+upon+thee+what+ye+see+shulamite+were+company+two+armies,,no,we may look,1,0.0238095238,0.229806672,sn82014593/1852-01-09/ed-1/seq-2/
Psalm 123:3 (KJV),"Have mercy upon us, O LORD, have mercy upon us: for we are exceedingly filled with contempt.",http://chroniclingamerica.loc.gov/lccn/sn84020274/1902-03-09/ed-1/seq-48/#words=mercy+upon+us+o+lord+mercy+upon+us+we+exceedingly+filled+contempt,,possibly,o lord have mercy,2,0.0714285714,0.6357029661,sn84020274/1902-03-09/ed-1/seq-48/
Jeremiah 52:1 (KJV),"Zedekiah was one and twenty years old when he began to reign, and he reigned eleven years in Jerusalem. And his mother's name was Hamutal the daughter of Jeremiah of Libnah.",http://chroniclingamerica.loc.gov/lccn/sn85038115/1873-04-01/ed-1/seq-1/#words=zedekiah+one+twenty+years+old+when+began+reign+reigned+eleven+years+jerusalem+mother's+name+hamutal+daughter+jeremiah+libnah,,possibly,one years old,1,0.0555555556,0.475181552,sn85038115/1873-04-01/ed-1/seq-1/
Deuteronomy 24:2 (KJV),"And when she is departed out of his house, she may go and be another man's wife.",http://chroniclingamerica.loc.gov/lccn/sn85033306/1866-10-13/ed-1/seq-1/#words=when+departed+out+house+may+go+another+man's+wife,,possibly,another man's wife,1,0.0555555556,0.5136897287,sn85033306/1866-10-13/ed-1/seq-1/
1 Kings 19:10 (KJV),"And he said, I have been very jealous for the LORD God of hosts: for the children of Israel have forsaken thy covenant, thrown down thine altars, and slain thy prophets with the sword; and I, even I only, am left; and they seek my life, to take it away.",http://chroniclingamerica.loc.gov/lccn/sn91066782/1916-01-18/ed-1/seq-6/#words=said+i+been+very+jealous+lord+god+hosts+children+israel+forsaken+thy+covenant+thrown+down+thine+altars+slain+thy+prophets+sword+i+even+i+only+am+left+seek+my+life+take+away,,no,said have been,1,0.0042194093,0.1105770822,sn91066782/1916-01-18/ed-1/seq-6/
Matthew 25:40 (KJV),"And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye have done it unto one of the least of these my brethren, ye have done it unto me.",http://chroniclingamerica.loc.gov/lccn/sn78000395/1903-08-15/ed-1/seq-6/#words=king+shall+answer+say+unto+verily+i+say+unto+you+inasmuch+ye+done+unto+one+least+my+brethren+ye+done+unto+me,,possibly,ye have done unto,6,0.0930232558,1.299626879,sn78000395/1903-08-15/ed-1/seq-6/
Proverbs 21:2 (KJV),Every way of a man is right in his own eyes: but the LORD pondereth the hearts.,http://chroniclingamerica.loc.gov/lccn/sn85025584/1858-05-27/ed-1/seq-3/#words=every+way+man+right+own+eyes+lord+pondereth+hearts,,possibly,right own eyes,1,0.0555555556,0.475181552,sn85025584/1858-05-27/ed-1/seq-3/
Psalm 30:10 (KJV),"Hear, O LORD, and have mercy upon me: LORD, be thou my helper.",http://chroniclingamerica.loc.gov/lccn/sn87075163/1860-11-01/ed-1/seq-1/#words=hear+o+lord+mercy+upon+me+lord+thou+my+helper,,possibly,lord have mercy,1,0.0588235294,0.503133408,sn87075163/1860-11-01/ed-1/seq-1/
Psalm 34:8 (KJV),O taste and see that the LORD is good: blessed is the man that trusteth in him.,http://chroniclingamerica.loc.gov/lccn/sn83032231/1888-04-07/ed-1/seq-4/#words=o+taste+see+lord+good+blessed+man+trusteth,,possibly,see lord good,1,0.0555555556,0.536215568,sn83032231/1888-04-07/ed-1/seq-4/
Romans 7:19 (KJV),"For the good that I would I do not: but the evil which I would not, that I do.",http://chroniclingamerica.loc.gov/lccn/sn84020104/1853-11-03/ed-1/seq-3/#words=good+i+would+i+evil+i+would+i,,possibly,which would not,1,0.0833333333,0.727965791,sn84020104/1853-11-03/ed-1/seq-3/
Judges 16:25 (KJV),"And it came to pass, when their hearts were merry, that they said, Call for Samson, that he may make us sport. And they called for Samson out of the prison house; and he made them sport: and they set him between the pillars.",http://chroniclingamerica.loc.gov/lccn/sn82015387/1896-05-23/ed-1/seq-4/#words=came+pass+when+hearts+were+merry+said+call+samson+may+make+us+sport+called+samson+out+prison+house+made+sport+set+between+pillars,,yes,merry said call,45,0.6307692308,6.669595075,sn82015387/1896-05-23/ed-1/seq-4/
Matthew 26:70 (KJV),"But he denied before them all, saying, I know not what thou sayest.",http://chroniclingamerica.loc.gov/lccn/sn90061052/1922-08-31/ed-1/seq-6/#words=denied+before+all+saying+i+know+what+thou+sayest,,possibly,before them all,1,0.0555555556,0.4853105274,sn90061052/1922-08-31/ed-1/seq-6/
Proverbs 31:10 (KJV),Who can find a virtuous woman? for her price is far above rubies.,http://chroniclingamerica.loc.gov/lccn/sn94060041/1894-03-03/ed-1/seq-1/#words=can+find+virtuous+woman+price+far+above+rubies,,yes,can find virtuous woman,6,0.3333333333,3.178785231,sn94060041/1894-03-03/ed-1/seq-1/
Exodus 10:7 (KJV),"And Pharaoh's servants said unto him, How long shall this man be a snare unto us? let the men go, that they may serve the LORD their God: knowest thou not yet that Egypt is destroyed?",http://chroniclingamerica.loc.gov/lccn/sn84022687/1847-07-01/ed-1/seq-1/#words=pharaoh's+servants+said+unto+how+long+shall+man+snare+unto+us+let+men+go+may+serve+lord+god+knowest+thou+yet+egypt+destroyed,,no,him how long,1,0.0172413793,0.1544609145,sn84022687/1847-07-01/ed-1/seq-1/
Jeremiah 33:25 (KJV),"Thus saith the LORD; If my covenant be not with day and night, and if I have not appointed the ordinances of heaven and earth;",http://chroniclingamerica.loc.gov/lccn/sn82015015/1842-05-17/ed-1/seq-1/#words=thus+saith+lord+my+covenant+day+night+i+appointed+ordinances+heaven+earth,,no,if have not,1,0.0142857143,0.2757680064,sn82015015/1842-05-17/ed-1/seq-1/
1 Corinthians 10:19 (KJV),"What say I then? that the idol is any thing, or that which is offered in sacrifice to idols is any thing?",http://chroniclingamerica.loc.gov/lccn/sn84024738/1856-10-15/ed-1/seq-2/#words=what+say+i+idol+any+thing+offered+sacrifice+idols+any+thing,,no,any thing which,1,0.0476190476,0.4266063354,sn84024738/1856-10-15/ed-1/seq-2/
Matthew 10:1 (KJV),"And when he had called unto him his twelve disciples, he gave them power against unclean spirits, to cast them out, and to heal all manner of sickness and all manner of disease.",http://chroniclingamerica.loc.gov/lccn/sn94060041/1890-03-15/ed-1/seq-6/#words=when+had+called+unto+twelve+disciples+gave+power+against+unclean+spirits+cast+out+heal+all+manner+sickness+all+manner+disease,,possibly,sickness all manner disease,3,0.0566037736,0.5233819877,sn94060041/1890-03-15/ed-1/seq-6/
Romans 7:16 (KJV),"If then I do that which I would not, I consent unto the law that it is good.",http://chroniclingamerica.loc.gov/lccn/sn84026403/1863-06-20/ed-1/seq-2/#words=i+i+would+i+consent+unto+law+good,,possibly,which would not,1,0.0555555556,0.4853105274,sn84026403/1863-06-20/ed-1/seq-2/
Psalm 134:2 (KJV),"Lift up your hands in the sanctuary, and bless the LORD.",http://chroniclingamerica.loc.gov/lccn/sn87091222/1891-10-16/ed-1/seq-2/#words=lift+up+your+hands+sanctuary+bless+lord,,possibly,up your hands,1,0.0909090909,0.8774436567,sn87091222/1891-10-16/ed-1/seq-2/
John 18:36 (KJV),"Jesus answered, My kingdom is not of this world: if my kingdom were of this world, then would my servants fight, that I should not be delivered to the Jews: but now is my kingdom not from hence.",http://chroniclingamerica.loc.gov/lccn/sn90059522/1884-03-03/ed-1/seq-9/#words=jesus+answered+my+kingdom+world+my+kingdom+were+world+would+my+servants+fight+i+should+delivered+jews+now+my+kingdom+hence,,yes,kingdom not world,13,0.2222222222,2.323600795,sn90059522/1884-03-03/ed-1/seq-9/
Job 37:21 (KJV),"And now men see not the bright light which is in the clouds: but the wind passeth, and cleanseth them.",http://chroniclingamerica.loc.gov/lccn/sn85038102/1898-04-29/ed-1/seq-6/#words=now+men+see+bright+light+clouds+wind+passeth+cleanseth,,yes,not bright light,25,0.6666666667,8.936926134,sn85038102/1898-04-29/ed-1/seq-6/
Lamentations 3:7 (KJV),"He hath hedged me about, that I cannot get out: he hath made my chain heavy.",http://chroniclingamerica.loc.gov/lccn/sn85025620/1900-04-13/ed-1/seq-7/#words=hath+hedged+me+about+i+cannot+get+out+hath+made+my+chain+heavy,,no,cannot get out,1,0.0416666667,0.402161676,sn85025620/1900-04-13/ed-1/seq-7/
Acts 19:7 (KJV),And all the men were about twelve.,http://chroniclingamerica.loc.gov/lccn/sn85053121/1914-09-26/ed-1/seq-3/#words=all+men+were+about+twelve,,yes,all men were,1,0.3333333333,2.911863164,sn85053121/1914-09-26/ed-1/seq-3/
Esther 2:6 (KJV),"Who had been carried away from Jerusalem with the captivity which had been carried away with Jeconiah king of Judah, whom Nebuchadnezzar the king of Babylon had carried away.",http://chroniclingamerica.loc.gov/lccn/sn98069146/1901-12-27/ed-1/seq-2/#words=had+been+carried+away+jerusalem+captivity+had+been+carried+away+jeconiah+king+judah+whom+nebuchadnezzar+king+babylon+had+carried+away,,no,which had been,1,0.0208333333,0.178193082,sn98069146/1901-12-27/ed-1/seq-2/
Jeremiah 38:9 (KJV),"My lord the king, these men have done evil in all that they have done to Jeremiah the prophet, whom they have cast into the dungeon; and he is like to die for hunger in the place where he is: for there is no more bread in the city.",http://chroniclingamerica.loc.gov/lccn/sn85034374/1900-06-02/ed-1/seq-4/#words=my+lord+king+men+done+evil+all+done+jeremiah+prophet+whom+cast+dungeon+like+die+hunger+place+where+more+bread+city,,no,all have done,1,0.0158730159,0.1357661577,sn85034374/1900-06-02/ed-1/seq-4/
Job 33:21 (KJV),"His flesh is consumed away, that it cannot be seen; and his bones that were not seen stick out.",http://chroniclingamerica.loc.gov/lccn/sn88064176/1899-12-30/ed-1/seq-2/#words=flesh+consumed+away+cannot+seen+bones+were+seen+stick+out,,no,were not seen,1,0.0416666667,0.3732805435,sn88064176/1899-12-30/ed-1/seq-2/
Isaiah 21:10 (KJV),"O my threshing, and the corn of my floor: that which I have heard of the LORD of hosts, the God of Israel, have I declared unto you.",http://chroniclingamerica.loc.gov/lccn/sn84026909/1884-06-05/ed-1/seq-1/#words=o+my+threshing+corn+my+floor+i+heard+lord+hosts+god+israel+i+declared+unto+you,,no,which have heard,1,0.0333333333,0.2851089312,sn84026909/1884-06-05/ed-1/seq-1/
Hebrews 1:1 (KJV),"God, who at sundry times and in divers manners spake in time past unto the fathers by the prophets,",http://chroniclingamerica.loc.gov/lccn/sn86053370/1864-06-22/ed-1/seq-4/#words=god+sundry+times+divers+manners+spake+time+past+unto+fathers+prophets,,yes,god who sundry times,12,0.4444444444,4.289724544,sn86053370/1864-06-22/ed-1/seq-4/
Exodus 21:21 (KJV),"Notwithstanding, if he continue a day or two, he shall not be punished: for he is his money.",http://chroniclingamerica.loc.gov/lccn/sn83035487/1845-09-05/ed-1/seq-1/#words=notwithstanding+continue+day+two+shall+punished+money,,possibly,day shall not,1,0.0666666667,0.5823726328,sn83035487/1845-09-05/ed-1/seq-1/
Psalm 21:8 (KJV),Thine hand shall find out all thine enemies: thy right hand shall find out those that hate thee.,http://chroniclingamerica.loc.gov/lccn/sn85042414/1921-02-18/ed-1/seq-4/#words=thine+hand+shall+find+out+all+thine+enemies+thy+right+hand+shall+find+out+those+hate+thee,,no,find out all,1,0.0277777778,0.268107784,sn85042414/1921-02-18/ed-1/seq-4/
Psalm 7:3 (KJV),"O LORD my God, if I have done this; if there be iniquity in my hands;",http://chroniclingamerica.loc.gov/lccn/sn84021913/1902-01-30/ed-1/seq-8/#words=o+lord+my+god+i+done+iniquity+my+hands,,possibly,have done if,1,0.0588235294,0.5677576602,sn84021913/1902-01-30/ed-1/seq-8/
Deuteronomy 9:10 (KJV),"And the LORD delivered unto me two tables of stone written with the finger of God; and on them was written according to all the words, which the LORD spake with you in the mount out of the midst of the fire in the day of the assembly.",http://chroniclingamerica.loc.gov/lccn/sn83016811/1888-07-07/ed-1/seq-1/#words=lord+delivered+unto+me+two+tables+stone+written+finger+god+written+according+all+words+lord+spake+you+mount+out+midst+fire+day+assembly,,possibly,stone written finger god,3,0.0535714286,0.4953436669,sn83016811/1888-07-07/ed-1/seq-1/
Genesis 31:41 (KJV),"Thus have I been twenty years in thy house; I served thee fourteen years for thy two daughters, and six years for thy cattle: and thou hast changed my wages ten times.",http://chroniclingamerica.loc.gov/lccn/sn84026707/1866-12-27/ed-1/seq-2/#words=thus+i+been+twenty+years+thy+house+i+served+thee+fourteen+years+thy+two+daughters+six+years+thy+cattle+thou+hast+changed+my+wages+ten+times,,no,have been years,1,0.0208333333,0.201080838,sn84026707/1866-12-27/ed-1/seq-2/
Exodus 9:19 (KJV),"Send therefore now, and gather thy cattle, and all that thou hast in the field; for upon every man and beast which shall be found in the field, and shall not be brought home, the hail shall come down upon them, and they shall die.",http://chroniclingamerica.loc.gov/lccn/sn83025661/1840-06-17/ed-1/seq-3/#words=send+therefore+now+gather+thy+cattle+all+thou+hast+field+upon+every+man+beast+shall+found+field+shall+brought+home+hail+shall+come+down+upon+shall+die,,no,down upon them,1,0.0128205128,0.1185437835,sn83025661/1840-06-17/ed-1/seq-3/
John 14:7 (KJV),"If ye had known me, ye should have known my Father also: and from henceforth ye know him, and have seen him.",http://chroniclingamerica.loc.gov/lccn/sn83025313/1913-01-10/ed-1/seq-4/#words=ye+had+known+me+ye+should+known+my+father+also+henceforth+ye+know+seen,,no,should have known,1,0.023255814,0.2150329097,sn83025313/1913-01-10/ed-1/seq-4/
1 Samuel 22:17 (KJV),"And the king said unto the footmen that stood about him, Turn, and slay the priests of the LORD; because their hand also is with David, and because they knew when he fled, and did not shew it to me. But the servants of the king would not put forth their hand to fall upon the priests of the LORD.",http://chroniclingamerica.loc.gov/lccn/sn84023127/1856-03-28/ed-1/seq-1/#words=king+said+unto+footmen+stood+about+turn+slay+priests+lord+because+hand+also+david+because+knew+when+fled+did+shew+me+servants+king+would+put+forth+hand+fall+upon+priests+lord,,no,would not put,1,0.010989011,0.1016089573,sn84023127/1856-03-28/ed-1/seq-1/
2 Kings 14:14 (KJV),"And he took all the gold and silver, and all the vessels that were found in the house of the LORD, and in the treasures of the king's house, and hostages, and returned to Samaria.",http://chroniclingamerica.loc.gov/lccn/sn82016419/1874-06-19/ed-1/seq-1/#words=took+all+gold+silver+all+vessels+were+found+house+lord+treasures+king's+house+hostages+returned+samaria,,no,gold silver all,1,0.0078125,0.2889504724,sn82016419/1874-06-19/ed-1/seq-1/
